,Wiki Entity ID,Label,Description,Instance of,Sex or Gender
9180,Q2042756,"Rudolf Eickemeyer, Jr.",American photographer (1862-1932),Q5,Q6581097
9181,Q693511,Vincenzo Vela,Swiss sculptor (1820-1891),Q5,Q6581097
9182,Q38265243,Johann Lorenz Kreul,"German painter, 1765-1840",Q5,Q6581097
9183,Q950362,Robert Edge Pine,English portrait and historical painter (1730–1788),Q5,Q6581097
9184,Q967445,Jean Bullant,French architect and sculptor,Q5,Q6581097
9185,Q21607175,Guo Dawei,,Q5,Q6581097
9186,Q86464761,Lillian Adelman,artist,Q5,Q6581072
9187,Q708659,Zhao Zhiqian,Chinese calligrapher (1829-1884),Q5,Q6581097
9188,Q21708055,Filippo Morghen,Italian engraver,Q5,Q6581097
9189,Q87036,Hugo Henneberg,Austrian photographer (1863-1918),Q5,Q6581097
9190,Q6133916,James Fittler,engraver,Q5,Q6581097
9191,Q5581680,Gong Dingzi,Poet and Chinese politician,Q5,Q6581097
9192,Q3742137,Felice Clerici,Italian ceramist,Q5,Q6581097
9193,Q920277,Michel de Klerk,Dutch architect (1884–1923),Q5,Q6581097
9194,Q5340015,Edna Andrade,American artist (1917-2008),Q5,Q6581072
9195,Q55226628,Castellano Castellani,,Q5,Q6581097
9196,Q83476,Alfred the Great,king of Wessex (r. 872–901),Q5,Q6581097
9197,Q448845,James Rosenquist,American artist (1933-2017),Q5,Q6581097
9198,Q79972,James VI and I,"King of Scotland (1566–1625), England and Ireland (1603–25)",Q5,Q6581097
9199,Q2052021,William McGregor Paxton,American artist (1869–1941),Q5,Q6581097
9200,Q446435,Georges Guynemer,French flying ace (1894–1917),Q5,Q6581097
9201,Q7345814,Robert Irwin,American artist (1928–2023),Q5,Q6581097
9202,Q5022963,Callum Innes,Scottish abstract painter,Q5,Q6581097
9203,Q98766539,Leslie Evans,British artist,Q5,Q6581097
9204,Q3378947,Philibert Rouvière,French actor (1809-1865),Q5,Q6581097
9205,Q24718864,Mario Cartaro,,Q5,Q6581097
9206,Q44490,John Henry Newman,English cleric and cardinal (1801–1890),Q5,Q6581097
9207,Q21857368,Edmé Charles de Lioux de Savignac,French painter of miniatures,Q5,Q6581097
9208,Q19951826,Gustave de Beaucorps,French photographer,Q5,Q6581097
9209,Q6145619,James William Wallack,Anglo-American actor and manager (1794-1864),Q5,Q6581097
9210,Q89061387,Bowdoin-Eye Painter,Ancient Attic-Greek vase-painter of red-figure style,Q5,Q6581097
9211,Q2823089,Achille Ouvré,"French artist, engraver and draughtsperson (1872-1951)",Q5,Q6581097
9212,Q67608305,Gabriele Knecht,"American fashion designer, born in Germany",Q5,Q6581072
9213,Q63457,Johann Michael Voltz,painter and cartoonist (1784-1858),Q5,Q6581097
9214,Q47789653,Peter Lightfoot,"British line engraver and printmaker in London, engraving plates for 'The Art Union' (1847-48) and 'The Art Journal' (1852); also exhibited at the RA in 1856; 1805-1885",Q5,Q6581097
9215,Q433434,Anne-Louis Girodet de Roussy-Trioson,French painter (1767-1824),Q5,Q6581097
9216,Q21289754,Robert Barnes,British painter,Q5,Q6581097
9217,Q56648982,Giuseppe Pelitti,Italian brass instruments maker (1811-1865),Q5,Q6581097
9218,Q938058,Jean Germain Drouais,French painter (1763–1788),Q5,Q6581097
9219,Q37448204,Gotō Tsūjō,Japanese swordsmith (1663-1721),Q5,Q6581097
9220,Q976918,Denis de Sainte-Marthe,French theologian and historian,Q5,Q6581097
9221,Q23691925,Béatrice Coron,French artist and ultra-runner working in NYC,Q5,Q6581072
9222,Q3296632,Nicolas Bertin,French painter (1667-1736),Q5,Q6581097
9223,Q368546,Domenico Veneziano,Italian Renaissance painter (1410-1461),Q5,Q6581097
9224,Q42313524,Peter Moore,American photographer (1932-1993),Q5,Q6581097
9225,Q98005480,Alexander Blank,jewelry designer,Q5,Q6581097
9226,Q27882879,Matthias Walbaum,German goldsmith,Q5,Q6581097
9227,Q21995245,Master of Guillaume Lambert,French artist,Q5,Q6581097
9228,Q6129359,James Barenger,British artist (1780-1831),Q5,Q6581097
9229,Q19324888,Jacob Tonson the younger,English bookseller (1682–1735),Q5,Q6581097
9230,Q51137,Carlo Scarpa,Italian architect (1906–1978),Q5,Q6581097
9231,Q94924449,Eduard Kruspe,,Q5,Q6581097
9232,Q22137092,Edmondo Lucchesi,"Italian artist, active 1915",Q5,Q6581097
9233,Q37607085,Silvestro Manaigo,"Italian painter, ca.1670-ca.1734",Q5,Q6581097
9234,Q27955543,Isabella Piccini,Italian engraver,Q5,Q6581072
9235,Q48571148,Karl Wanschaff,,Q5,Q6581097
9236,Q2105066,Solomon Joseph Solomon,British portrait artist (1860-1927),Q5,Q6581097
9237,Q94936585,Johann Wilhelm Keibel,,Q5,Q6581097
9238,Q94310814,Jan Smees,"Dutch painter, active 1705, died 1728 or 1729",Q5,Q6581097
9239,Q3809065,John Bannister,British actor,Q5,Q6581097
9240,Q60683270,Edgar Adolphe,"artist, silhouettist, and photographer (circa 1808 - 1890)",Q5,Q6581097
9241,Q52150470,Robert Hobart Davis,American author and photographer,Q5,Q6581097
9242,Q18508663,Suzanne de Court,French painter,Q5,Q6581072
9243,Q2898900,Bernardino Cametti,Italian artist (1669-1736),Q5,Q6581097
9244,Q38028079,Emmanuel Herman Joseph Wallet,"French portraitist, 1771-1855",Q5,Q6581097
9245,Q7610198,Stephen Parrish,American artist (1846-1938),Q5,Q6581097
9246,Q3059649,Eugène-André Champollion,,Q5,Q6581097
9247,Q5540446,George Henry Durrie,American artist (1820-1863),Q5,Q6581097
9248,Q47044488,John P. Heins,American artist (1896–1969),Q5,Q6581097
9249,Q334946,Pierre-Henri de Valenciennes,French painter (1750-1819),Q5,Q6581097
9250,Q51235135,Beatrice Caracciolo,Italian painter,Q5,Q6581072
9251,Q3469342,Sakai Hōitsu,Japanese artist,Q5,Q6581097
9252,Q18508114,David Lucas,English mezzotint engraver,Q5,Q6581097
9253,Q945058,Capodimonte porcelain factory,Italian porcelain manufactory,Q4830453,
9254,Q7297835,Ray Metzker,American photographer (1931-2014),Q5,Q6581097
9255,Q319627,Otto Gleichmann,German artist (1887-1963),Q5,Q6581097
9256,Q21638089,Jacob Lutma,,Q5,Q6581097
9257,Q7793969,Thomas Sills,American artist (1914-2000),Q5,Q6581097
9258,Q20200819,Stephen Barclay,British painter,Q5,Q6581097
9259,Q86524,Abraham Roentgen,German cabinetmaker,Q5,Q6581097
9260,Q315989,"Thomas Babington Macaulay, 1st Baron Macaulay",British historian and politician (1800–1859),Q5,Q6581097
9261,Q6761059,Maria Bland,Italian-British singer (1769-1838),Q5,Q6581072
9262,Q23004939,Johann Georg Pintz,"German printmaker, 1697-1767/1768",Q5,Q6581097
9263,Q7531,Louise Nevelson,American sculptor (1899-1988),Q5,Q6581072
9264,Q41694827,Kazuo Yagi,Japanese potter and ceramic artist,Q5,Q6581097
9265,Q21457089,James Henry Lynch,British painter and lithographer,Q5,Q6581097
9266,Q2326080,Telemaco Signorini,Italian artist (1835–1901),Q5,Q6581097
9267,Q2980564,Clément-Auguste Andrieux,French painter (1829-1880),Q5,Q6581097
9268,Q50391366,Hippolyte Mailly,French caricaturist,Q5,Q6581097
9269,Q18811413,William Sanderson,English historian,Q5,Q6581097
9270,Q21994053,Don Nice,American artist (1932–2019),Q5,Q6581097
9271,Q55228950,Giulio de Musi,,Q5,Q6581097
9272,Q7344810,Robert Glenn Ketchum,American photographer,Q5,Q6581097
9273,Q5812003,Dióscoro Puebla,Spanish painter (1831-1901),Q5,Q6581097
9274,Q6282206,Joseph Collyer,English engraver,Q5,Q6581097
9275,Q78171751,Lucy Ashjian,Armenian-American photographer,Q5,Q6581072
9276,Q3839797,Luigi Lucioni,American artist (1900-1988),Q5,Q6581097
9277,Q2846720,Andrew Robinson Stoney,Anglo-Irish adventurer,Q5,Q6581097
9278,Q87062814,Agostino Litterini,Italian painter,Q5,Q6581097
9279,Q37833122,Marco Ferreri,designer,Q5,Q6581097
9280,Q459937,Michele Sanmicheli,Italian architect,Q5,Q6581097
9281,Q3263136,Louis Stettner,American photographer (1922–2016),Q5,Q6581097
9282,Q875076,Jan Baptist Weenix,17th-century Dutch painter,Q5,Q6581097
9283,Q314300,Philippe de La Guêpière,French architect,Q5,Q6581097
9284,Q698936,Friedrich August Brand,Austrian artist (1735-1806),Q5,Q6581097
9285,Q317202,Karl Caspar,German artist (1879-1956),Q5,Q6581097
9286,Q51318251,Vera Willoughby,"British illustrator, painter, and poster artist, 1870-1939",Q5,Q6581072
9287,Q2093592,Pierre Landry,French engraver and publisher (1630-1701),Q5,Q6581097
9288,Q5233970,David Gahr,American photographer (1922-2008),Q5,Q6581097
9289,Q4212045,Ely Jacques Kahn,American architect (1884–1972),Q5,Q6581097
9290,Q3191958,Kaikei,Japanese artist and painter (1150-1250),Q5,Q6581097
9291,Q18508477,Louis Bertin Parant,,Q5,Q6581097
9292,Q2036388,Oswald Haerdtl,Austrian architect (1899–1959),Q5,Q6581097
9293,Q491787,Claudio Bravo,Chilean painter (1936–2011),Q5,Q6581097
9294,Q4647445,Arnold Walter Lawrence,British classical archaeologist (1900–1991),Q5,Q6581097
9295,Q2372825,Alexis-Joseph Depaulis,French sculptor (1790–1867),Q5,Q6581097
9296,Q4507500,Yevgeny Charushin,Russian painter and author (1901–1965),Q5,Q6581097
9297,Q355406,Paulus Potter,Dutch painter (1625-1654),Q5,Q6581097
9298,Q7792772,Thomas Northcote,British silversmith,Q5,Q6581097
9299,Q712497,François Girardon,sculptor from France,Q5,Q6581097
9300,Q444579,Robert Seymour,British illustrator (1798–1836),Q5,Q6581097
9301,Q3383022,Pierre-François Basan,French printmaker and editor (1723-1797),Q5,Q6581097
9302,Q29380705,Buenaventura Salesa,Spanish painter and engraver,Q5,Q6581097
9303,Q5536509,George Augustus Williams,English painter (1814-1901),Q5,Q6581097
9304,Q7176098,Peter Nicholson,"Scottish architect, mathematician and engineer",Q5,Q6581097
9305,Q4797895,Arthur B. Spingarn,American civil rights activist (1878–1971),Q5,Q6581097
9306,Q318114,Nicholas Hilliard,British artist (1547-1619),Q5,Q6581097
9307,Q22771482,William Fleetwood Varley,English painter and draftsman,Q5,Q6581097
9308,Q970245,Harold Monro,British poet (1879–1932),Q5,Q6581097
9309,Q5077286,Charles Edward Mallows,English architect,Q5,Q6581097
9310,Q56007409,Charles Wyllys Elliott,1817-1883,Q5,Q6581097
9311,Q7668830,T. W. Rolleston,Irish poet (1857–1920),Q5,Q6581097
9312,Q20030149,George Smith,"English painter, 1829-1901",Q5,Q6581097
9313,Q728375,Marcantonio Raimondi,16th-century Italian engraver and printmaker,Q5,Q6581097
9314,Q26222291,Michele Fanoli,Italian painter and engraver (1807-1876),Q5,Q6581097
9315,Q3847222,Maria Louisa Catherine Cecilia Cosway,"painter from Italy who lived and worked in Italy, England and France (1760-1838)",Q5,Q6581072
9316,Q2369257,Klavdy Lebedev,Russian painter (1852-1916),Q5,Q6581097
9317,Q20706232,Doug Anderson,American painter,Q5,Q6581097
9318,Q2197512,Jan van Call,"Dutch draftsman, printmaker, watercolorist and miniaturist (1655-1703)",Q5,Q6581097
9319,Q7344323,Robert Field,Canadian painter (1769-1819),Q5,Q6581097
9320,Q3688068,William Keith,Scottish-American painter (1838-1911),Q5,Q6581097
9321,Q4924825,Blanche Ames Ames,American activist and artist,Q5,Q6581072
9322,Q28803468,Amédée Joyau,French Painter and engraver,Q5,Q6581097
9323,Q4731490,Allen & Ginter,American tobacco company and brand,Q13235160,
9324,Q5724381,Henry Kirke Bush-Brown,American artist (1857-1935),Q5,Q6581097
9325,Q5171212,Cornelis Boel,Flemish draughtsman and engraver (c.1576-c.1621),Q5,Q6581097
9326,Q2840799,Amable Gabriel de La Foulhouze,French painter (1815-1887),Q5,Q6581097
9327,Q55219096,Colleen Frances Kenyon,American artist (born 1951),Q5,Q6581072
9328,Q2886080,Bartolomeo Biscaino,"Italian painter, printmaker, and draftsman, 1629-1657",Q5,Q6581097
9329,Q19286506,Jared Bark,American artist and photographer,Q5,Q6581097
9330,Q6757414,Marco Angolo del Moro,Italian painter,Q5,Q6581097
9331,Q40823,Giovanni Benedetto Castiglione,"Italian Baroque artist, painter, printmaker and draftsman",Q5,Q6581097
9332,Q186585,Robert Peary,explorer from the United States,Q5,Q6581097
9333,Q6226844,John Condé,French artist,Q5,Q6581097
9334,Q705844,Alexander Wang,American fashion designer,Q5,Q6581097
9335,Q6142393,James Romberger,cartoonist,Q5,Q6581097
9336,Q325339,Leonhard Beck,German artist,Q5,Q6581097
9337,Q28663109,David Kapp,American painter b. 1953,Q5,Q6581097
9338,Q52604192,Robert Murray,Scottish photographer (1822-1893),Q5,Q6581097
9339,Q6483645,Lancelot Speed,British illustrator,Q5,Q6581097
9340,Q234811,"Emma, Lady Hamilton",Mistress of Lord Nelson (1765-1815),Q5,Q6581072
9341,Q5751608,Eric J. Garcia,American painter,Q5,Q6581097
9342,Q21995250,Mervin Honig,"American artist, 1920-",Q5,Q6581097
9343,Q26203774,Nekyia Painter,"Attic vase painter, active ca. 450-ca. 420 BCE",Q5,
9344,Q25918152,Jules Alexandre Monthelier,"Born 6 August 1804, in Paris; died 1883. French, Painter, lithographer. Landscapes, architectural views",Q5,Q6581097
9345,Q7842292,Trina Schart Hyman,American children's illustrator and writer (1939-2004),Q5,Q6581072
9346,Q454656,Jan Davidsz. de Heem,Dutch-Flemish painter,Q5,Q6581097
9347,Q23060025,Jacob Gole,draguhtsman and mezzotint artist,Q5,Q6581097
9348,Q570353,Reg Butler,British artist (1913-1981),Q5,Q6581097
9349,Q369608,Qi Baishi,Chinese painter (1864-1957),Q5,Q6581097
9350,Q7494247,Sheng Maoye,"Chinese landscape painter, active ca. 1610-1640",Q5,Q6581097
9351,Q728173,Achille Devéria,French painter (1800–1857),Q5,Q6581097
9352,Q2500931,Albert Neuhuys,painter of the Laren School and friend of the Hague School painters (1844-1914),Q5,Q6581097
9353,Q708858,Jacques Lemercier,French architect,Q5,Q6581097
9354,Q7326098,"Richard Grosvenor, 1st Earl Grosvenor","British peer, racehorse owner and art collector (1731–1802)",Q5,Q6581097
9355,Q71976,Penthesilea Painter,Greek vase painter (c. 5. century BCE),Q5,Q6581097
9356,Q18730279,Francis William Galpin,"Church of England clergyman, musicologist, and antiquary",Q5,Q6581097
9357,Q3260370,Louis-Auguste Lapito,French painter (1803-1874),Q5,Q6581097
9358,Q29909060,Aaron Martinet,French engraver,Q5,Q6581097
9359,Q55999270,Fulvio Testa,,Q5,Q6581097
9360,Q30589203,William Will,,Q5,Q6581097
9361,Q20878871,Seymour Remenick,American painter,Q5,Q6581097
9362,Q3516100,Tatsuo Kawaguchi,Japanese painter,Q5,Q6581097
9363,Q18508236,Germain Hardouyn,,Q5,Q6581097
9364,Q2058500,John Perrot,Lord Deputy to Queen Elizabeth I of England during the Tudor conquest of Ireland (1528-1592),Q5,Q6581097
9365,Q2390275,Joseph Raffael,American artist (1933–2021),Q5,Q6581097
9366,Q3758685,Gaspare Mola,Italian artist (1571-1640),Q5,Q6581097
9367,Q5158780,Ma Hezhi,Song dynasty painter,Q5,Q6581097
9368,Q5728598,Henry Stacy Marks,British artist (1829-1898),Q5,Q6581097
9369,Q21647182,Lewis C. Daniel,American painter (1901-1952),Q5,Q6581097
9370,Q4678798,Adam Buck,Irish painter and engraver (1759-1833),Q5,Q6581097
9371,Q79025,Walter Scott,"Scottish novelist, poet and playwright (1771–1832)",Q5,Q6581097
9372,Q2341186,Claude Farrère,French writer and French navy officer (1876-1957),Q5,Q6581097
9373,Q433566,Eva Watson-Schütze,American photographer and painter (1867-1935),Q5,Q6581072
9374,Q1948483,Morris Engel,American photographer and filmmaker (1918-2005),Q5,Q6581097
9375,Q335529,"Frederick Spencer, 4th Earl Spencer",British Royal Navy admiral (1798-1857),Q5,Q6581097
9376,Q6969748,Nathaniel Marchant,Gem-engraver,Q5,Q6581097
9377,Q740231,Taddeo di Bartolo,Italian painter (1362-1422),Q5,Q6581097
9378,Q43145806,Gassan Sadakazu,,Q5,Q6581097
9379,Q47191297,NYN Painter,,Q5,
9380,Q3089602,Pierre-Nicolas Beauvallet,French artist (1750-1818),Q5,Q6581097
9381,Q18756665,Edward Pierce,"English architect, mason and sculptor",Q5,Q6581097
9382,Q5481933,Francis Milner Newton,English portrait painter (1720-1794),Q5,Q6581097
9383,Q599744,Antonio Barberini,"Italian cardinal (1607-1671), nephew of Pope Urban VIII",Q5,Q6581097
9384,Q78746,Anton Joseph Kerner von Marilaun,Austrian botanist (1831-1898),Q5,Q6581097
9385,Q94618373,Alex Agbaglo Acolatse,Togolese commercial photographer (1880-1975),Q5,Q6581097
9386,Q3082969,Xu Gu,Chinese painter and poet (1824-1896),Q5,Q6581097
9387,Q98642761,Georges Pull,"French potter, 1810 - 1889",Q5,Q6581097
9388,Q882431,Leonard J. Farwell,American politician (1819-1889),Q5,Q6581097
9389,Q216070,Arnold Genthe,American photographer (1869-1942),Q5,Q6581097
9390,Q37103,Florence Nightingale,"English social reformer, statistician, and founder of modern nursing (1820–1910)",Q5,Q6581072
9391,Q43140034,Geoff Winningham,American photographer (1943- ),Q5,Q6581097
9392,Q26252964,Charles Aubry,French photographer and designer  (1811-1877),Q5,Q6581097
9393,Q76280206,Charlotte Sneyd,(died 1829),Q5,Q6581072
9394,Q79180,Josef Maria Eder,Austrian chemist and photographer (1855-1944),Q5,Q6581097
9395,Q378185,Ippolito de' Medici,Catholic cardinal,Q5,Q6581097
9396,Q5542067,George Makepeace Towle,"American translator, politician (1841-1893)",Q5,Q6581097
9397,Q340108,James Collinson,British artist (1825-1881),Q5,Q6581097
9398,Q58472820,Edith Mitchill Prellwitz,Painter,Q5,Q6581072
9399,Q55837583,G. F. Scotson-Clark,English illustrator and art director (1872-1927),Q5,Q6581097
9400,Q693095,Conrad Felixmüller,German artist (1897–1977),Q5,Q6581097
9401,Q864447,Jacob van der Does,painter from the Northern Netherlands (1623-1673),Q5,Q6581097
9402,Q3359503,P. Nicolet,French painter,Q5,Q6581097
9403,Q386247,Elizabeth Forbes,Canadian artist (1859-1912),Q5,Q6581072
9404,Q658162,Wilhelm Camphausen,German artist (1818-1885),Q5,Q6581097
9405,Q75544729,Mary Swift,Peerage person ID=205283,Q5,Q6581072
9406,Q37449173,Sugiura Jôi,Japanese artist (1701-1761),Q5,Q6581097
9407,Q55218867,Katsunori Hamanishi,Japanese artist (born 1949),Q5,Q6581097
9408,Q61845699,Charles Henry Williamson,(1826-1874) American photographer,Q5,Q6581097
9409,Q405756,Aimé Millet,French sculptor (1819-1891),Q5,Q6581097
9410,Q382762,Niccolò Circignani,Italian painter (1517-1597),Q5,Q6581097
9411,Q2898425,Bernard Pfriem,American painter (1914-1996),Q5,Q6581097
9412,Q21458416,Ernest Borough Johnson,British painter (1866-1949),Q5,Q6581097
9413,Q380553,Ludovico Carracci,Bolognese painter of the Baroque (1555-1619),Q5,Q6581097
9414,Q3075003,Toshihide Migita,Japanese artist,Q5,Q6581097
9415,Q4518968,Charles Boit,Swedish painter (1662-1727),Q5,Q6581097
9416,Q60178,Johannes Trithemius,German writer,Q5,Q6581097
9417,Q737137,Jean-Baptiste Oudry,French painter and printmaker (1686-1755),Q5,Q6581097
9418,Q21066291,Lisa Kereszi,American photographer and professor,Q5,Q6581072
9419,Q21555335,Tommaso Barlacchi,publisher,Q5,Q6581097
9420,Q427642,Torii Kiyonaga,Japanese artist,Q5,Q6581097
9421,Q30068639,"Frances Stuart, Countess of Portland","British noblewoman, 1617 − 1694",Q5,Q6581072
9422,Q6248972,John Minton,painter and illustrator (1917-1957),Q5,Q6581097
9423,Q442841,Elsa von Freytag-Loringhoven,German artist and poet (1874 –1927),Q5,Q6581072
9424,Q53499586,Camillo Cungi,printmaker (1570-1649),Q5,Q6581097
9425,Q294662,"Charles Grey, 2nd Earl Grey",Prime Minister of the United Kingdom of Great Britain and Ireland (1764-1845),Q5,Q6581097
9426,Q550806,Roland Topor,"French writer, screenwriter, actor and painter (1938-1997)",Q5,Q6581097
9427,Q2501578,Michele Marieschi,Venetian painter of landscapes and vedute,Q5,Q6581097
9428,Q26207,Hugh Dalton,Welsh politician and British MP (1887-1962),Q5,Q6581097
9429,Q545293,Maximilien Luce,French painter (1858-1941),Q5,Q6581097
9430,Q3784940,"Henry Herbert, 2nd Earl of Carnarvon",British politician (1772-1833),Q5,Q6581097
9431,Q2209724,R. Tait McKenzie,Canadian artist (1867–1938),Q5,Q6581097
9432,Q585422,Dezallier d'Argenville,French naturalist and writer (1680-1765),Q5,Q6581097
9433,Q21995344,Tishan Hsu,American painter,Q5,Q6581097
9434,Q722112,Adriaan van der Burg,18th century painter from the Northern Netherlands (1693-1733),Q5,Q6581097
9435,Q2070123,Niccolò Giolfino,painter from Italy (1476-1555),Q5,Q6581097
